FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
-100.00,58.00,45.00,74.00,10.00,10.75,27.62,-0.11,-0.10,-4.45,8.59,2023-11-28 20:14:25
-96.00,55.00,45.00,75.00,7.00,11.19,28.06,-0.06,-0.11,-4.36,8.36,2023-11-28 20:14:25
-101.00,49.00,39.00,64.00,-23.00,11.00,27.87,0.25,0.11,-4.62,8.54,2023-11-28 20:14:25
-100.00,37.00,31.00,48.00,38.00,9.00,27.56,0.60,0.51,-4.61,8.76,2023-11-28 20:14:25
-20.00,28.00,24.00,35.00,-6.00,6.31,27.44,0.92,0.52,-4.35,8.92,2023-11-28 20:14:25
-13.00,25.00,23.00,32.00,-23.00,2.75,27.94,1.06,0.56,-4.46,8.80,2023-11-28 20:14:25
-11.00,24.00,22.00,31.00,10.00,-1.81,29.37,1.76,0.96,-4.87,8.74,2023-11-28 20:14:26
-9.00,29.00,27.00,36.00,-5.00,-8.44,31.81,1.79,0.87,-4.99,8.64,2023-11-28 20:14:26
-9.00,43.00,38.00,54.00,-4.00,-14.50,34.69,1.50,0.75,-5.54,8.18,2023-11-28 20:14:26
-61.00,59.00,46.00,71.00,52.00,-17.94,36.88,1.09,0.30,-5.57,7.37,2023-11-28 20:14:26
-87.00,66.00,50.00,78.00,12.00,-17.81,37.69,-0.50,-0.34,-5.51,7.01,2023-11-28 20:14:26
-98.00,60.00,47.00,68.00,1.00,-16.44,37.31,-0.32,-0.05,-5.67,7.49,2023-11-28 20:14:26
-94.00,56.00,41.00,59.00,22.00,-15.69,36.06,-0.52,-0.07,-5.57,7.81,2023-11-28 20:14:26
-97.00,41.00,30.00,46.00,-1.00,-13.00,33.88,-1.23,-0.36,-5.49,8.26,2023-11-28 20:14:26
-101.00,32.00,23.00,36.00,-20.00,-8.19,30.50,-1.48,-0.49,-4.59,8.01,2023-11-28 20:14:26
-97.00,28.00,21.00,33.00,41.00,-4.69,28.06,-0.98,-0.45,-4.55,8.89,2023-11-28 20:14:26
-97.00,26.00,21.00,32.00,-4.00,-1.00,26.37,-1.07,-0.48,-4.53,9.54,2023-11-28 20:14:26
-101.00,32.00,27.00,43.00,9.00,2.50,25.19,-0.90,-0.47,-4.01,9.00,2023-11-28 20:14:26
-96.00,44.00,39.00,64.00,2.00,5.31,24.87,-0.88,-0.52,-3.96,9.04,2023-11-28 20:14:26
-100.00,56.00,46.00,80.00,-21.00,9.00,24.94,-0.95,-0.63,-3.86,8.87,2023-11-28 20:14:26
-100.00,59.00,48.00,84.00,43.00,11.94,24.94,-0.87,-0.50,-3.94,8.49,2023-11-28 20:14:26
-96.00,52.00,42.00,76.00,6.00,13.81,24.69,-0.16,-0.06,-3.75,8.54,2023-11-28 20:14:26
-97.00,45.00,36.00,62.00,-5.00,13.19,24.44,0.30,0.28,-3.65,8.47,2023-11-28 20:14:26
-101.00,34.00,28.00,45.00,-1.00,11.00,24.81,0.78,0.39,-3.90,8.91,2023-11-28 20:14:26
-96.00,28.00,25.00,38.00,-7.00,8.25,25.75,0.85,0.45,-4.27,9.22,2023-11-28 20:14:27
-96.00,27.00,23.00,35.00,-22.00,5.12,27.31,0.82,0.39,-4.45,8.77,2023-11-28 20:14:27
-67.00,26.00,25.00,36.00,53.00,1.87,28.87,0.80,0.42,-4.90,8.82,2023-11-28 20:14:27
-69.00,34.00,35.00,51.00,0.00,0.19,29.87,0.09,0.11,-4.58,8.41,2023-11-28 20:14:27
-94.00,60.00,47.00,72.00,4.00,1.69,30.94,-0.83,-0.46,-5.15,8.39,2023-11-28 20:14:27
-91.00,70.00,49.00,81.00,19.00,5.50,30.81,-1.49,-0.94,-5.04,8.30,2023-11-28 20:14:27
-97.00,70.00,48.00,83.00,9.00,11.56,29.56,-1.31,-0.82,-4.61,8.56,2023-11-28 20:14:27
-101.00,66.00,45.00,78.00,-2.00,14.25,28.56,-0.41,-0.25,-4.48,8.66,2023-11-28 20:14:27
-94.00,58.00,39.00,65.00,28.00,15.00,27.44,-0.17,0.21,-3.90,8.28,2023-11-28 20:14:27
-98.00,38.00,27.00,43.00,-23.00,13.88,26.62,0.42,0.46,-4.11,8.85,2023-11-28 20:14:27
-67.00,32.00,23.00,34.00,42.00,12.38,26.62,0.28,0.34,-4.36,8.87,2023-11-28 20:14:27
-88.00,30.00,22.00,32.00,-8.00,11.63,27.25,-0.06,0.11,-4.57,8.98,2023-11-28 20:14:27
-95.00,32.00,29.00,41.00,-9.00,12.25,27.56,-0.24,-0.05,-4.18,8.41,2023-11-28 20:14:27
-92.00,49.00,42.00,63.00,43.00,12.88,28.31,-0.16,-0.04,-4.44,8.13,2023-11-28 20:14:27
-4.00,65.00,49.00,76.00,7.00,11.94,29.75,0.68,0.38,-4.49,8.35,2023-11-28 20:14:27
21.00,71.00,50.00,79.00,-18.00,7.56,31.75,1.94,0.84,-5.05,8.90,2023-11-28 20:14:27
-11.00,68.00,49.00,73.00,63.00,-0.69,34.69,2.40,1.26,-5.42,8.37,2023-11-28 20:14:27
-12.00,67.00,45.00,62.00,4.00,-7.56,36.88,2.05,1.23,-5.54,7.56,2023-11-28 20:14:27
-72.00,58.00,41.00,49.00,-10.00,-14.06,38.81,1.38,0.81,-5.99,7.20,2023-11-28 20:14:28
-50.00,45.00,35.00,42.00,2.00,-17.87,39.69,0.76,0.38,-5.88,6.87,2023-11-28 20:14:28
-77.00,39.00,29.00,36.00,-4.00,-19.25,39.69,0.16,0.12,-5.99,7.11,2023-11-28 20:14:28
-96.00,35.00,29.00,37.00,9.00,-18.87,38.94,-0.30,-0.05,-6.08,7.84,2023-11-28 20:14:28
-94.00,49.00,42.00,56.00,-1.00,-17.25,38.06,-0.78,-0.30,-5.50,7.72,2023-11-28 20:14:28
-97.00,63.00,49.00,75.00,7.00,-13.38,37.44,-1.25,-0.64,-6.09,7.95,2023-11-28 20:14:28
-101.00,60.00,48.00,77.00,6.00,-9.00,36.31,-1.58,-0.88,-5.65,7.89,2023-11-28 20:14:28
-96.00,56.00,45.00,71.00,1.00,-1.69,34.00,-2.17,-1.21,-5.54,7.98,2023-11-28 20:14:28
-99.00,51.00,42.00,66.00,-23.00,7.25,31.00,-3.82,-1.99,-4.52,7.74,2023-11-28 20:14:28
-99.00,42.00,35.00,60.00,53.00,19.31,25.62,-2.11,-1.33,-3.55,7.75,2023-11-28 20:14:28
-97.00,32.00,31.00,50.00,1.00,22.19,21.44,0.08,-0.15,-2.47,8.81,2023-11-28 20:14:28
-77.00,33.00,35.00,52.00,2.00,21.37,20.25,0.20,0.10,-3.20,9.83,2023-11-28 20:14:28
-43.00,64.00,49.00,83.00,7.00,21.06,20.94,0.15,0.22,-2.83,8.46,2023-11-28 20:14:28
-70.00,69.00,49.00,89.00,12.00,19.31,22.44,0.86,0.51,-3.60,8.92,2023-11-28 20:14:28
-90.00,65.00,48.00,88.00,5.00,16.00,24.37,0.77,0.47,-3.91,8.78,2023-11-28 20:14:28
-26.00,62.00,45.00,78.00,51.00,13.56,25.94,0.82,0.55,-3.98,8.28,2023-11-28 20:14:28
-66.00,53.00,40.00,67.00,7.00,9.81,27.19,1.04,0.48,-4.52,8.50,2023-11-28 20:14:28
-75.00,41.00,33.00,51.00,23.00,6.06,27.81,1.14,0.45,-4.40,8.81,2023-11-28 20:14:28
-49.00,33.00,28.00,43.00,-3.00,2.37,28.44,0.97,0.37,-4.61,8.79,2023-11-28 20:14:29
-45.00,31.00,27.00,39.00,-26.00,-0.38,28.94,0.84,0.46,-4.77,8.62,2023-11-28 20:14:29
-46.00,30.00,26.00,39.00,0.00,-3.19,29.06,0.70,0.43,-4.49,8.64,2023-11-28 20:14:29
-60.00,31.00,28.00,41.00,-1.00,-5.56,29.37,0.80,0.34,-4.78,8.81,2023-11-28 20:14:29
-94.00,37.00,32.00,46.00,-9.00,-8.06,30.31,0.63,0.34,-4.84,8.81,2023-11-28 20:14:29
-92.00,48.00,40.00,57.00,65.00,-10.75,32.06,1.18,0.49,-5.05,8.34,2023-11-28 20:14:29
-94.00,59.00,44.00,69.00,4.00,-15.44,34.38,1.40,0.63,-5.30,7.97,2023-11-28 20:14:29
-99.00,65.00,46.00,75.00,-16.00,-19.00,36.19,0.85,0.53,-5.56,7.69,2023-11-28 20:14:29
-96.00,61.00,43.00,68.00,62.00,-20.56,36.94,0.20,0.10,-5.51,7.55,2023-11-28 20:14:29
-88.00,55.00,38.00,57.00,4.00,-20.56,36.31,-0.12,-0.01,-5.49,7.42,2023-11-28 20:14:29
-69.00,46.00,31.00,48.00,-6.00,-19.44,34.94,-0.76,-0.28,-5.26,7.78,2023-11-28 20:14:29
-53.00,34.00,27.00,42.00,-4.00,-14.56,32.63,-1.66,-0.72,-5.11,8.07,2023-11-28 20:14:29
-31.00,30.00,25.00,41.00,-21.00,-9.75,30.62,-1.44,-0.80,-4.97,8.21,2023-11-28 20:14:29
-91.00,29.00,24.00,39.00,-3.00,-5.06,28.25,-1.07,-0.68,-4.54,8.63,2023-11-28 20:14:29
-89.00,29.00,25.00,40.00,-6.00,-1.69,26.50,-1.08,-0.63,-4.25,9.04,2023-11-28 20:14:29
-95.00,36.00,32.00,53.00,2.00,3.00,24.94,-1.39,-0.70,-3.86,8.93,2023-11-28 20:14:29
-101.00,46.00,40.00,71.00,0.00,7.25,23.75,-1.32,-0.63,-3.61,9.14,2023-11-28 20:14:29
-95.00,57.00,45.00,86.00,9.00,10.63,23.00,-0.53,-0.26,-3.41,9.01,2023-11-28 20:14:29
-99.00,55.00,42.00,81.00,-22.00,10.69,23.19,0.28,0.09,-3.46,9.01,2023-11-28 20:14:30
-101.00,51.00,38.00,72.00,34.00,9.56,23.62,0.47,0.28,-3.47,8.68,2023-11-28 20:14:30
-97.00,41.00,31.00,57.00,2.00,6.25,24.69,1.20,0.63,-4.00,8.76,2023-11-28 20:14:30
-101.00,33.00,26.00,45.00,-18.00,2.25,25.81,1.21,0.63,-4.06,8.87,2023-11-28 20:14:30
-98.00,28.00,24.00,38.00,48.00,-1.62,27.31,1.07,0.49,-4.41,8.95,2023-11-28 20:14:30
-97.00,26.00,23.00,35.00,-5.00,-5.12,28.62,1.10,0.53,-4.50,8.85,2023-11-28 20:14:30
-98.00,26.00,24.00,37.00,-26.00,-8.56,30.50,0.84,0.43,-4.81,8.49,2023-11-28 20:14:30
-75.00,29.00,26.00,51.00,37.00,-11.81,32.44,1.11,0.62,-5.28,8.69,2023-11-28 20:14:30
-60.00,36.00,31.00,66.00,2.00,-15.81,34.94,0.99,0.45,-5.47,7.92,2023-11-28 20:14:30
-83.00,45.00,37.00,75.00,4.00,-18.12,37.00,0.37,0.13,-5.62,7.76,2023-11-28 20:14:30
-11.00,49.00,40.00,75.00,18.00,-18.12,37.56,-0.15,-0.23,-5.65,7.24,2023-11-28 20:14:30
-80.00,48.00,37.00,71.00,-4.00,-16.62,36.88,-0.62,-0.26,-5.47,7.58,2023-11-28 20:14:30
-85.00,43.00,34.00,64.00,4.00,-13.44,34.94,-1.48,-0.44,-5.38,8.06,2023-11-28 20:14:30
-88.00,34.00,27.00,49.00,4.00,-7.87,31.87,-1.66,-0.68,-5.02,8.24,2023-11-28 20:14:30
-95.00,29.00,23.00,41.00,0.00,-3.81,29.69,-1.14,-0.53,-4.61,8.32,2023-11-28 20:14:30
-101.00,24.00,22.00,38.00,-12.00,-0.88,27.69,-0.55,-0.37,-4.47,8.78,2023-11-28 20:14:30
-94.00,23.00,21.00,35.00,6.00,1.12,26.00,-0.80,-0.46,-3.95,8.93,2023-11-28 20:14:30
-97.00,23.00,22.00,35.00,-2.00,4.56,24.31,-0.89,-0.54,-4.01,9.26,2023-11-28 20:14:30
-100.00,24.00,24.00,40.00,27.00,7.37,23.12,-0.57,-0.32,-3.55,9.04,2023-11-28 20:14:31
-96.00,33.00,31.00,57.00,0.00,8.63,22.69,-0.29,-0.17,-3.60,9.09,2023-11-28 20:14:31
-101.00,50.00,44.00,73.00,-22.00,9.19,22.69,0.02,-0.12,-3.49,9.34,2023-11-28 20:14:31
-99.00,61.00,46.00,84.00,71.00,9.19,23.12,0.06,0.04,-3.66,9.34,2023-11-28 20:14:31
-96.00,59.00,44.00,76.00,8.00,8.38,24.00,0.44,0.19,-3.46,8.82,2023-11-28 20:14:31
-98.00,54.00,37.00,64.00,-19.00,6.19,25.06,0.86,0.39,-3.81,8.73,2023-11-28 20:14:31
-101.00,40.00,29.00,49.00,3.00,2.81,25.87,1.15,0.54,-4.19,8.94,2023-11-28 20:14:31
-96.00,30.00,26.00,39.00,-3.00,-2.25,27.25,2.41,0.93,-4.34,8.93,2023-11-28 20:14:31
-41.00,27.00,25.00,36.00,-25.00,-11.50,30.06,2.66,1.15,-4.66,8.67,2023-11-28 20:14:31
-7.00,25.00,22.00,34.00,16.00,-20.37,33.25,2.17,0.95,-4.78,8.08,2023-11-28 20:14:31
-71.00,25.00,23.00,35.00,-5.00,-25.25,35.63,1.29,0.55,-5.17,7.14,2023-11-28 20:14:31
-95.00,31.00,29.00,43.00,-2.00,-28.81,38.06,0.67,0.34,-5.11,6.66,2023-11-28 20:14:31
-93.00,48.00,41.00,62.00,3.00,-29.25,39.50,-0.06,-0.13,-5.45,6.66,2023-11-28 20:14:31
-93.00,63.00,48.00,68.00,7.00,-29.12,40.88,0.10,-0.01,-5.73,6.91,2023-11-28 20:14:31
-73.00,64.00,48.00,69.00,1.00,-28.75,41.00,-0.21,-0.18,-5.62,6.75,2023-11-28 20:14:31
-68.00,59.00,43.00,61.00,31.00,-27.00,39.88,-0.77,-0.30,-5.68,6.88,2023-11-28 20:14:31
-91.00,48.00,35.00,52.00,0.00,-22.50,37.06,-1.63,-0.67,-5.47,6.94,2023-11-28 20:14:31
-100.00,33.00,28.00,44.00,-9.00,-17.87,34.06,-1.57,-0.74,-5.24,7.36,2023-11-28 20:14:31
-97.00,25.00,26.00,40.00,-6.00,-11.00,29.75,-2.02,-0.99,-4.77,8.32,2023-11-28 20:14:32
-98.00,22.00,23.00,37.00,-24.00,-5.00,26.19,-1.96,-0.99,-3.98,9.02,2023-11-28 20:14:32
-100.00,20.00,24.00,38.00,21.00,1.94,22.94,-1.78,-0.75,-3.72,9.45,2023-11-28 20:14:32
-96.00,27.00,34.00,48.00,-3.00,6.12,21.31,-0.99,-0.56,-3.13,9.69,2023-11-28 20:14:32
-95.00,43.00,43.00,66.00,-12.00,9.50,20.50,-0.69,-0.38,-3.03,9.52,2023-11-28 20:14:32
-100.00,52.00,48.00,77.00,12.00,10.69,20.75,-0.18,-0.14,-3.10,9.27,2023-11-28 20:14:32
-92.00,55.00,48.00,79.00,10.00,10.81,21.50,0.22,0.11,-3.22,8.93,2023-11-28 20:14:32
-94.00,53.00,43.00,69.00,10.00,9.13,22.44,0.98,0.45,-3.71,8.81,2023-11-28 20:14:32
-99.00,41.00,35.00,53.00,-1.00,4.69,23.56,1.36,0.61,-3.76,8.81,2023-11-28 20:14:32
-93.00,26.00,29.00,41.00,-3.00,-1.44,25.00,2.03,0.63,-4.13,9.01,2023-11-28 20:14:32
-96.00,22.00,25.00,35.00,-25.00,-7.75,27.00,2.15,0.78,-4.26,9.04,2023-11-28 20:14:32
0.00,21.00,24.00,33.00,38.00,-14.44,29.62,1.70,0.63,-4.64,8.34,2023-11-28 20:14:32
-24.00,21.00,25.00,33.00,-7.00,-18.94,31.87,1.43,0.57,-4.86,7.94,2023-11-28 20:14:32
-48.00,31.00,34.00,49.00,-22.00,-22.75,34.13,0.76,0.32,-4.97,7.47,2023-11-28 20:14:32
-40.00,48.00,46.00,70.00,24.00,-23.81,35.69,0.17,0.05,-5.27,7.27,2023-11-28 20:14:32
-39.00,65.00,53.00,82.00,7.00,-23.50,36.56,-0.31,-0.14,-5.39,7.41,2023-11-28 20:14:32
-86.00,75.00,55.00,85.00,-11.00,-22.44,37.00,-0.44,-0.23,-5.65,7.46,2023-11-28 20:14:32
-97.00,70.00,52.00,81.00,39.00,-20.37,36.13,-0.73,-0.34,-5.26,7.42,2023-11-28 20:14:32
-96.00,65.00,46.00,72.00,6.00,-15.69,33.56,-1.81,-0.64,-5.08,7.64,2023-11-28 20:14:33
-101.00,53.00,40.00,58.00,-7.00,-10.31,30.94,-1.76,-0.73,-4.97,8.27,2023-11-28 20:14:33
-95.00,34.00,31.00,45.00,-3.00,-4.31,28.06,-1.61,-0.74,-4.46,8.76,2023-11-28 20:14:33
-97.00,27.00,24.00,38.00,-5.00,0.13,25.62,-1.34,-0.71,-4.07,8.88,2023-11-28 20:14:33
-101.00,25.00,23.00,35.00,-13.00,4.44,22.94,-0.86,-0.52,-3.51,9.45,2023-11-28 20:14:33
-96.00,23.00,22.00,35.00,57.00,6.37,21.50,-0.44,-0.29,-3.35,9.43,2023-11-28 20:14:33
-96.00,30.00,30.00,50.00,1.00,7.50,21.00,-0.12,-0.10,-3.16,9.24,2023-11-28 20:14:33
-100.00,47.00,43.00,74.00,22.00,8.19,21.37,-0.11,-0.08,-3.40,9.36,2023-11-28 20:14:33
-95.00,61.00,49.00,88.00,8.00,8.56,22.25,-0.12,-0.05,-3.60,9.06,2023-11-28 20:14:33
-99.00,63.00,48.00,87.00,-20.00,8.19,23.25,0.26,0.12,-3.64,8.76,2023-11-28 20:14:33
-99.00,59.00,43.00,73.00,68.00,6.62,23.87,0.69,0.32,-3.77,8.82,2023-11-28 20:14:33
-96.00,41.00,37.00,59.00,0.00,3.94,24.50,0.78,0.42,-4.01,8.99,2023-11-28 20:14:33
-101.00,29.00,28.00,43.00,-26.00,0.94,25.31,1.10,0.39,-4.11,9.12,2023-11-28 20:14:33
-100.00,24.00,24.00,34.00,21.00,-2.69,26.87,1.01,0.40,-4.30,8.87,2023-11-28 20:14:33
-73.00,23.00,22.00,31.00,-7.00,-5.87,28.56,1.06,0.41,-4.71,8.84,2023-11-28 20:14:33
-76.00,21.00,21.00,31.00,-27.00,-9.63,30.56,1.16,0.43,-4.90,8.59,2023-11-28 20:14:33
30.00,23.00,24.00,37.00,11.00,-13.25,32.69,0.74,0.38,-4.99,8.16,2023-11-28 20:14:33
-26.00,29.00,32.00,55.00,2.00,-13.56,34.00,-0.30,-0.12,-5.22,7.74,2023-11-28 20:14:33
-55.00,39.00,41.00,74.00,5.00,-12.94,35.19,-0.17,-0.07,-5.61,7.71,2023-11-28 20:14:34
-74.00,50.00,47.00,83.00,9.00,-11.81,35.88,-0.38,-0.29,-5.74,7.98,2023-11-28 20:14:34
-92.00,51.00,46.00,84.00,-16.00,-10.38,35.81,-0.45,-0.26,-5.60,8.00,2023-11-28 20:14:34
-99.00,47.00,44.00,77.00,20.00,-8.56,34.94,-0.79,-0.29,-5.56,8.33,2023-11-28 20:14:34
-95.00,44.00,38.00,65.00,0.00,-4.50,33.19,-1.62,-0.61,-5.25,8.06,2023-11-28 20:14:34
-96.00,31.00,29.00,47.00,-19.00,0.81,30.94,-1.36,-0.56,-4.96,8.40,2023-11-28 20:14:34
-100.00,25.00,24.00,38.00,15.00,3.81,29.25,-0.74,-0.40,-4.62,8.81,2023-11-28 20:14:34
-96.00,23.00,23.00,33.00,-7.00,6.00,27.75,-0.34,-0.33,-4.52,9.03,2023-11-28 20:14:34
-101.00,22.00,22.00,32.00,-11.00,6.69,26.50,-0.01,-0.20,-4.07,8.94,2023-11-28 20:14:34
-94.00,20.00,21.00,31.00,0.00,6.44,26.06,0.36,-0.15,-4.31,9.15,2023-11-28 20:14:34
-97.00,21.00,25.00,34.00,-20.00,5.69,25.87,0.20,-0.16,-3.85,8.66,2023-11-28 20:14:34
-101.00,27.00,36.00,50.00,2.00,6.12,26.00,-0.28,-0.25,-4.40,8.82,2023-11-28 20:14:34
-94.00,38.00,46.00,65.00,4.00,7.56,25.56,-0.31,-0.30,-3.80,8.43,2023-11-28 20:14:34
-96.00,46.00,50.00,83.00,8.00,8.69,25.06,-0.28,-0.05,-3.98,9.26,2023-11-28 20:14:34
-101.00,47.00,49.00,84.00,8.00,9.13,24.69,-0.05,0.14,-3.85,9.47,2023-11-28 20:14:34
-95.00,40.00,45.00,74.00,7.00,8.69,24.87,0.11,0.30,-3.89,8.88,2023-11-28 20:14:34
-97.00,32.00,39.00,57.00,-8.00,7.12,25.50,0.67,0.55,-4.24,8.92,2023-11-28 20:14:34
-100.00,24.00,31.00,41.00,32.00,3.56,26.75,0.97,0.68,-4.19,8.92,2023-11-28 20:14:34
-96.00,22.00,25.00,32.00,-5.00,-0.75,28.37,1.32,0.65,-4.53,8.75,2023-11-28 20:14:35
-83.00,21.00,24.00,30.00,-27.00,-5.19,29.87,1.51,0.67,-4.69,8.37,2023-11-28 20:14:35
-74.00,20.00,24.00,28.00,25.00,-9.94,31.75,1.56,0.71,-5.18,8.36,2023-11-28 20:14:35
-84.00,21.00,29.00,34.00,-6.00,-15.75,34.31,1.64,0.72,-5.18,7.82,2023-11-28 20:14:35
-94.00,30.00,43.00,50.00,-18.00,-20.56,36.63,1.59,0.65,-5.45,7.62,2023-11-28 20:14:35
-97.00,41.00,50.00,65.00,32.00,-26.12,39.44,1.68,0.55,-5.94,6.80,2023-11-28 20:14:35
-95.00,47.00,51.00,72.00,8.00,-30.69,41.88,1.14,0.08,-5.33,6.27,2023-11-28 20:14:35
-87.00,46.00,51.00,70.00,8.00,-31.50,42.25,-0.01,-0.01,-5.56,6.03,2023-11-28 20:14:35
-86.00,43.00,47.00,61.00,3.00,-31.25,41.50,-0.29,0.01,-5.58,6.52,2023-11-28 20:14:35
-98.00,34.00,42.00,50.00,-20.00,-28.94,39.13,-1.18,-0.26,-5.63,6.89,2023-11-28 20:14:35
-100.00,28.00,36.00,43.00,14.00,-24.87,36.06,-1.73,-0.50,-5.36,7.21,2023-11-28 20:14:35
-97.00,24.00,32.00,38.00,-5.00,-18.94,32.44,-1.72,-0.63,-4.83,7.47,2023-11-28 20:14:35
-87.00,21.00,28.00,37.00,-13.00,-14.06,29.62,-1.64,-0.70,-4.74,8.50,2023-11-28 20:14:35
